1,5680
2,9776
3,846
4,717
5,1500
6,837
7,4933
8,502
9,1792
10,2340
11,1434
12,824
13,1431
14,844
15,782
16,809
17,4095
18,886
19,670
20,798
21,597
22,569
23,502
24,647
25,1240
26,4141
27,5423
28,2408
29,832
30,1623
